	pmid	Title	Abstract
65	34740652	Organochlorine pesticides in immature scalloped hammerheads Sphyrna lewini from the western coast of the Gulf of California, Mexico: Bioaccumulation patterns and human exposure.	Despite the intensive use of organochlorine pesticides (OCPs) in the proximity of the Gulf of California, there is no information regarding their levels in predatory shark species, which could be exposed to relatively high concentrations. In this area, neonates and juveniles of the critically endangered scalloped hammerhead Sphyrna lewini are caught for consumption, so the examination of the accumulation of OCPs is necessary for future conservation, as well as to assess the exposure to humans. Levels and accumulation patterns of 29 OCPs were analyzed in the liver and muscle of 20 immature scalloped hammerheads. Twenty-three compounds were detected in liver and 17 OCPs were found in muscle. In the latter tissue, only p,p'-DDE presented concentrations above the detection limit in all samples (0.59 ± 0.21 ng/g w.w.), while in the liver, DDTs were also the main group of pesticides (215 ± 317 ng/g w.w.), followed by ∑Chlordanes > ∑Chlorobenzenes > Mirex > HCBD > Others. One of the two analyzed neonates presented high concentrations of OCPs in the liver (1830 ng/g w.w.), attributed to a bioamplification process. No differences in accumulation of OCPs were found between juveniles of both sexes, where an increase in the concentration of various compounds related with size and age was observed. Additionally, juveniles under 2 years of age may undergo a growth dilution process. Our results suggest that the consumption of this species does not imply risks to human health (chronic or carcinogenic effects) associated with OCPs. Likewise, we recommend further monitoring due to the possible recent inputs of some OCPs (e.g. dicofol, median of ratio o, p'-DDT/p, p'-DDT = 0.7) into the environment.
66	34728053	Current and future considerations for shark conservation in the Northeast and Eastern Central Pacific Ocean.	Sharks are iconic and ecologically important predators found in every ocean. Because of their ecological role as predators, some considered apex predators, and concern over the stability of their populations due to direct and indirect overfishing, there has been an increasing amount of work focussed on shark conservation, and other elasmobranchs such as skates and rays, around the world. Here we discuss many aspects of current shark science and conservation and the path to the future of shark conservation in the Northeastern and Eastern Central Pacific. We explore their roles in ecosystems as keystone species; the conservation measures and laws in place at the international, national, regional and local level; the conservation status of sharks and rays in the region, fisheries for sharks in the Northcentral Pacific specifically those that target juveniles and the implications to shark conservation; a conservation success story: the recovery of Great White Sharks in the Northeast Pacific; public perceptions of sharks and the roles zoos and aquariums play in shark conservation; and the path to the future of shark conservation that requires bold partnerships, local stakeholders and innovative measures.
67	34699727	A shark's eye view: testing the 'mistaken identity theory' behind shark bites on humans.	Shark bites on humans are rare but are sufficiently frequent to generate substantial public concern, which typically leads to measures to reduce their frequency. Unfortunately, we understand little about why sharks bite humans. One theory for bites occurring at the surface, e.g. on surfers, is that of mistaken identity, whereby sharks mistake humans for their typical prey (pinnipeds in the case of white sharks). This study tests the mistaken identity theory by comparing video footage of pinnipeds, humans swimming and humans paddling surfboards, from the perspective of a white shark viewing these objects from below. Videos were processed to reflect how a shark's retina would detect the visual motion and shape cues. Motion cues of humans swimming, humans paddling surfboards and pinnipeds swimming did not differ significantly. The shape of paddled surfboards and human swimmers was also similar to that of pinnipeds with their flippers abducted. The difference in shape between pinnipeds with abducted versus adducted flippers was bigger than between pinnipeds with flippers abducted and surfboards or human swimmers. From the perspective of a white shark, therefore, neither visual motion nor shape cues allow an unequivocal visual distinction between pinnipeds and humans, supporting the mistaken identity theory behind some bites.
68	34679998	Natural Habitat Design for Zoo-Housed Elasmobranch and Teleost Fish Species Improves Behavioural Repertoire and Space Use in a Visitor Facing Exhibit.	This study investigated the behaviour of two Elasmobranch species; Southern fiddler ray (
69	34679905	Comparative Study of Semen Parameters and Hormone Profile in Small-Spotted Catshark (Scyliorhinus canicula): Aquarium-Housed vs. Wild-Captured.	Several chondrichthyan species are threatened, and we must increase our knowledge of their reproductive biology in order to establish assisted reproductive protocols for ex situ or in situ endangered species. The small-spotted catshark (
70	34655253	First evidence of regional migration of the copper shark Carcharhinus brachyurus (Günther, 1870) in the Southwest Atlantic.	Regional migration of the copper shark Carcharhinus brachyurus was recorded for the first time in the Southwest Atlantic (SWA) from Argentina (latitude: -38.1037, longitude: -57.5371) to Brazil (latitude: -20.6833, longitude: -40.2846) as a result of a citizen science tagging project. The recaptured specimen was a female (103 kg weight), with 18 developing embryos within the uterus. The total distance was at least 2566 km, and it is the longest ever recorded for the species. Furthermore, it extends its northern distribution in the SWA.
71	34611723	Symbiotic Siphonostomatoida (Copepoda) of the hammerhead shark species Sphyrna zygaena (Carcharhiniformes: Sphyrnidae) and stingray Dasyatis pastinaca  (Myliobatiformes: Dasyatidae) off the Canary Islands, with a re-description of  Pseudocharopinus pillaii Kabata, 1979.	The biology, including accompanying ectoparasitic fauna, remains unstudied for several elasmobranchs off the Canary Islands in spite of concerns over their conservation. Within this region, this is the first report of copepod associations with these fishes. Twenty smooth hammerhead sharks, Sphyrna zygaena, and one common stingray, Dasyatis pastinaca, were inspected for symbionts on their body surface. Symbiotic siphonostomatoids were collected from 18 S. zygaena hosts and represent two different species, i.e., Alebion crassus (Caligidae) and Pandarus cranchii (Pandaridae). A high prevalence of 90% and a mean infection of 8.3 individuals per infected host were exhibited by A. crassus, while only a single P. cranchii was collected. Both these findings represent new geographical records. Additionally, one free-ranging common stingray Dasyatis pastinaca was opportunistically inspected and 11 Pseudocharopinus pillaii (Lernaeopodidae) collected which constitutes a new host record and a new geographical record. A re-description with detail regarding the morphology of the appendages is provided for the first time. Due to the morphological similarity between P. pillaii and P. malleus, a molecular analysis of the partial mitochondrial DNA cytochrome oxidase I gene was done in an attempt to determine if there is molecular divergence between the two species. This provided an estimate of the phylogenetic relationships amongst four Pseudocharopinus species (P. bicaudatus, P. pteromylaei, P. malleus, and P. pillaii) with Charopinus dubius as an outgroup as an alternative hypothesis to compare with the previous morphological topology estimated for all Pseudocharopinus species.
72	34610033	Observations of sharks (Elasmobranchii) at Europa Island, a remote marine protected area important for shark conservation in the southern Mozambique Channel.	Sharks have declined worldwide and remote sanctuaries are becoming crucial for shark conservation. The southwest Indian Ocean is a hotspot of both terrestrial and marine biodiversity mostly impacted by anthropogenic damage. Sharks were observed during surveys performed from April to June 2013 in the virtually pristine coral reefs around Europa Island, a remote Marine Protected Area located in the southern Mozambique Channel. Observation events comprised 67 1-hour scientific dives between 5 - 35m depth and 7 snorkeling inspections, as well as 4 dinghy-based observations in the shallow lagoon. In a period of 24 days, 475 sharks were tallied. Carcharhinus galapagensis was most encountered and contributed 20% of the abundance during diving, followed by C. albimarginatus (10%). Both species were more abundant between 11-14h, and on the exposed sides of the island. Numbers of Sphyrna lewini were highest with 370 individuals windward and leeward, mostly schooling. S. lewini aggregations in the area are hypothesized to be attracted to the seamount archipelago offering favorable conditions for deep incursions and of which Europa Island forms part. C. amblyrhynchos, Galeocerdo cuvier and S. mokarran were uncommon, while there was an additional observation of Rhincodon typus. The lagoon of Europa was a nursery ground for C. melanopterus where it was the only species present. A total of 8 species was recorded, contributing to the shark diversity of 15 species reported from Europa since 1952 in the scientific and gray literature. Overall, with the occurrence of several species of apex predators in addition to that of R. typus, large schools of S. lewini, fair numbers of reef sharks and a nursery of C. melanopterus, Europa's sharks constitute a significant reservoir of biodiversity, which contributes to preserve the functioning of the ecosystem. Our observations highlight the relevance of Europa Island for shark conservation and the need for shark-targeted management in the EEZ of both Europa and Bassas da India.
73	34526519	Secondary predation constrains DNA-based diet reconstruction in two threatened shark species.	Increasing fishing effort, including bycatch and discard practices, are impacting marine biodiversity, particularly among slow-to-reproduce taxa such as elasmobranchs, and specifically sharks. While some fisheries involving sharks are sustainably managed, collateral mortalities continue, contributing towards > 35% of species being threatened with extinction. To effectively manage shark stocks, life-history information, including resource use and feeding ecologies is pivotal, especially among those species with wide-ranging distributions. Two cosmopolitan sharks bycaught off eastern Australia are the common blacktip shark (Carcharhinus limbatus; globally classified as Near Threatened) and great hammerhead (Sphyrna mokarran; Critically Endangered). We opportunistically sampled the digestive tracts of these two species (and also any whole prey; termed the 'Russian-doll' approach), caught in bather-protection gillnets off northern New South Wales, to investigate the capacity for DNA metabarcoding to simultaneously determine predator and prey regional feeding ecologies. While sample sizes were small, S. mokkaran fed predominantly on stingrays and skates (Myliobatiformes and Rajiformes), but also teleosts, while C. limbatus mostly consumed teleosts. Metabarcoding assays showed extensive intermixing of taxa from the digestive tracts of predators and their whole prey, likely via the predator's stomach chyme, negating the opportunity to distinguish between primary and secondary predation. This Russian-doll effect requires further investigation in DNA metabarcoding studies focussing on dietary preferences and implies that any outcomes will need to be interpreted concomitant with traditional visual approaches.
74	34526135	Elasmobranch microbiomes: emerging patterns and implications for host health and ecology.	Elasmobranchs (sharks, skates and rays) are of broad ecological, economic, and societal value. These globally important fishes are experiencing sharp population declines as a result of human activity in the oceans. Research to understand elasmobranch ecology and conservation is critical and has now begun to explore the role of body-associated microbiomes in shaping elasmobranch health. Here, we review the burgeoning efforts to understand elasmobranch microbiomes, highlighting microbiome variation among gastrointestinal, oral, skin, and blood-associated niches. We identify major bacterial lineages in the microbiome, challenges to the field, key unanswered questions, and avenues for future work. We argue for prioritizing research to determine how microbiomes interact mechanistically with the unique physiology of elasmobranchs, potentially identifying roles in host immunity, disease, nutrition, and waste processing. Understanding elasmobranch-microbiome interactions is critical for predicting how sharks and rays respond to a changing ocean and for managing healthy populations in managed care.
75	34499686	Evaluating artisanal fishing of globally threatened sharks and rays in the Bay of Bengal, Bangladesh.	Sharks and rays are at risk of extinction globally. This reflects low resilience to increasing fishing pressure, exacerbated by habitat loss, climate change, increasing value in a trade and inadequate information leading to limited conservation actions. Artisanal fisheries in the Bay of Bengal of Bangladesh contribute to the high levels of global fishing pressure on elasmobranchs. However, it is one of the most data-poor regions of the world, and the diversity, occurrence and conservation needs of elasmobranchs in this region have not been adequately assessed. This study evaluated elasmobranch diversity, species composition, catch and trade within the artisanal fisheries to address this critical knowledge gap. Findings show that elasmobranch diversity in Bangladesh has previously been underestimated. In this study, over 160000 individual elasmobranchs were recorded through landing site monitoring, comprising 88 species (30 sharks and 58 rays) within 20 families and 35 genera. Of these, 54 are globally threatened according to the IUCN Red List of Threatened Species, with ten species listed as Critically Endangered and 22 species listed as Endangered. Almost 98% juvenile catch (69-99% for different species) for large species sand a decline in numbers of large individuals were documented, indicating unsustainable fisheries. Several previously common species were rarely landed, indicating potential population declines. The catch pattern showed seasonality and, in some cases, gear specificity. Overall, Bangladesh was found to be a significant contributor to shark and ray catches and trade in the Bay of Bengal region. Effective monitoring was not observed at the landing sites or processing centres, despite 29 species of elasmobranchs being protected by law, many of which were frequently landed. On this basis, a series of recommendations were provided for improving the conservation status of the elasmobranchs in this region. These include the need for improved taxonomic research, enhanced monitoring of elasmobranch stocks, and the highest protection level for threatened taxa. Alongside political will, enhancing national capacity to manage and rebuild elasmobranch stocks, coordinated regional management measures are essential.
76	34492229	Overfishing drives over one-third of all sharks and rays toward a global extinction crisis.	The scale and drivers of marine biodiversity loss are being revealed by the International Union for Conservation of Nature (IUCN) Red List assessment process. We present the first global reassessment of 1,199 species in Class Chondrichthyes-sharks, rays, and chimeras. The first global assessment (in 2014) concluded that one-quarter (24%) of species were threatened. Now, 391 (32.6%) species are threatened with extinction. When this percentage of threat is applied to Data Deficient species, more than one-third (37.5%) of chondrichthyans are estimated to be threatened, with much of this change resulting from new information. Three species are Critically Endangered (Possibly Extinct), representing possibly the first global marine fish extinctions due to overfishing. Consequently, the chondrichthyan extinction rate is potentially 25 extinctions per million species years, comparable to that of terrestrial vertebrates. Overfishing is the universal threat affecting all 391 threatened species and is the sole threat for 67.3% of species and interacts with three other threats for the remaining third: loss and degradation of habitat (31.2% of threatened species), climate change (10.2%), and pollution (6.9%). Species are disproportionately threatened in tropical and subtropical coastal waters. Science-based limits on fishing, effective marine protected areas, and approaches that reduce or eliminate fishing mortality are urgently needed to minimize mortality of threatened species and ensure sustainable catch and trade of others. Immediate action is essential to prevent further extinctions and protect the potential for food security and ecosystem functions provided by this iconic lineage of predators.
77	34476811	Phylogeography and population genetics of the cryptic bonnethead shark Sphyrna aff. tiburo in Brazil and the Caribbean inferred from mtDNA markers.	Resolving the identity, phylogeny and distribution of cryptic species within species complexes is an essential precursor to management. The bonnethead shark, Sphyrna tiburo, is a small coastal shark distributed in the Western Atlantic from North Carolina (U.S.A.) to southern Brazil. Genetic analyses based on mitochondrial markers revealed that bonnethead sharks comprise a species complex with at least two lineages in the Northwestern Atlantic and the Caribbean (S. tiburo and Sphyrna aff. tiburo, respectively). The phylogeographic and phylogenetic analysis of two mitochondrial markers [control region (mtCR) and cytochrome oxidase I (COI)] showed that bonnethead sharks from southeastern Brazil correspond to S. aff. tiburo, extending the distribution of this cryptic species >5000 km. Bonnethead shark populations are only managed in the U.S.A. and in the 2000s were considered to be regionally extinct or collapsed in southeast Brazil. The results indicate that there is significant genetic differentiation between S. aff. tiburo from Brazil and other populations from the Caribbean (Φ
78	34476804	Preliminary observations on the movement ecology of a crested horn shark (Heterodontus galeatus).	The residency and movements of a single acoustically tagged female crested horn shark (Heterodontus galeatus) were monitored in Jervis Bay, Australia. The individual was intermittently detected by receivers throughout the 8-year study period and showed preference for particular rocky reefs in terms of its residency indices and duration of residency events. This individual exhibited lower residency and dissimilar movement patterns to that of the well-studied and sympatric Port Jackson shark (Heterodontus portusjacksoni), highlighting the need for research into the basic life history and movement ecology of H. galeatus.
79	34457309	Simulated heatwave and fishing stressors alter corticosteroid and energy balance in neonate blacktip reef sharks, Carcharhinus melanopterus.	The increasing frequency and duration of marine heatwaves attributed to climate change threatens coastal elasmobranchs and may exacerbate existing anthropogenic stressors. While the elasmobranch stress response has been well studied, the role of the unique corticosteroid-1α-hydroxycorticosterone (1α-OHB)-in energy balance is not understood. Therefore, 1α-OHB's utility as a stress biomarker in elasmobranch conservation physiology is equivocal. Here, we analyse the roles of corticosteroids, 1α-OHB and corticosterone, and metabolites, glucose and 3-hydroxybutyrate (3-HB), in response to stress in a protected tropical shark species, the blacktip reef shark (
80	34438648	Reproductive Anatomy of Chondrichthyans: Notes on Specimen Handling and Sperm Extraction. II. Sharks and Chimaeras.	The chondrichthyan fishes, which comprise sharks, rays, and chimaeras, are one of the most threatened groups of vertebrates on the planet. Given this situation, an additional strategy for the protection of these species could be the ex situ conservation projects developed in public aquaria and research centers. Nevertheless, to increase sustainability and to develop properly in situ reintroduction strategies, captive breeding techniques, such as sperm extraction and artificial insemination, should be developed. These techniques are commonly used in other threatened species and could be also used in chondrichthyans. However, the different reproductive morphologies found in this group can complicate both processes. Therefore, a comparison of the reproductive anatomy of eight distinct chondrichthyans, with an emphasis on those important differences when performing sperm extraction or artificial insemination, is carried out herein. Sharks and chimaeras belonging to the Scyliorhinidae, Carcharhinidae, Centrophoridae, Etmopteridae, Hexanchidae, and Chimaeridae families were obtained from commercial fisheries, public aquaria, and stranding events. In addition, the process of obtaining viable sperm samples through cannulation, abdominal massage, and oviducal gland extraction is described in detail for both living and dead animals.
81	34435112	Complete mitochondrial genome of the Caribbean reef shark, Carcharhinus perezi (Carcharhinformes: Carcharhinidae).	The Caribbean reef shark (
82	34428223	Nation-wide assessment of the distribution and population size of the data-deficient nurse shark (Ginglymostoma cirratum).	The study presents the first national assessment of a nurse shark (Ginglymostoma cirratum) population, conducted using a combination of transect surveys and baited remote underwater videos (BRUVs). Density of nurse sharks in Belize was found to be higher in reefs than in lagoons, and in the atolls furthest away from the mainland and human settlements. Only large and old protected areas were found to have a positive impact on nurse shark abundance. Absolute abundance of nurse sharks was estimated using distance sampling analysis, giving a total nurse shark population in the range of 3,858 to 14,375 sharks. Thanks to a vast area of suitable habitat for nurse sharks in the country and legislation already in place for the safeguard of the species, Belize could represent an important hotspot for nurse sharks in the Western Atlantic. The data presented here hence offers a baseline for the long-term monitoring of the Belizean nurse shark population and improves our understanding of nurse shark abundance and distribution in the wider Caribbean basin.
83	34407294	Coalescence times, life history traits and conservation concerns: An example from four coastal shark species from the Indo-Pacific.	Dispersal abilities play a crucial role in shaping the extent of population genetic structure, with more mobile species being panmictic over large geographical ranges and less mobile ones organized in metapopulations exchanging migrants to different degrees. In turn, population structure directly influences the coalescence pattern of the sampled lineages, but the consequences on the estimated variation of the effective population size (N
84	34404844	The role and value of science in shark conservation advocacy.	Many species of sharks are threatened with extinction, and there has been a longstanding debate in scientific and environmental circles over the most effective and appropriate strategy to conserve and protect them. Should we allow for sustainable fisheries exploitation of species which can withstand fishing pressure, or ban all fisheries for sharks and trade in shark products? In the developing world, exploitation of fisheries resources can be essential to food security and poverty alleviation, and global management efforts are typically focused on sustainably maximizing economic benefits. This approach aligns with traditional fisheries management and the perspectives of most surveyed scientific researchers who study sharks. However, in Europe and North America, sharks are increasingly venerated as wildlife to be preserved irrespective of conservation status, resulting in growing pressure to prohibit exploitation of sharks and trade in shark products. To understand the causes and significance of this divergence in goals, we surveyed 155 shark conservation focused environmental advocates from 78 environmental non-profits, and asked three key questions: (1) where do advocates get scientific information? (2) Does all policy-relevant scientific information reach advocates? and (3) Do advocates work towards the same policy goals identified by scientific researchers? Findings suggest many environmental advocates are aware of key scientific results and use science-based arguments in their advocacy, but a small but vocal subset of advocates report that they never read the scientific literature or speak to scientists. Engagement with science appears to be a key predictor of whether advocates support sustainable management of shark fisheries or bans on shark fishing and trade in shark products. Conservation is a normative discipline, and this analysis more clearly articulates two distinct perspectives in shark conservation. Most advocates support the same evidence-based policies as academic and government scientists, while a smaller percentage are driven more by moral and ethical beliefs and may not find scientific research relevant or persuasive. We also find possible evidence that a small group of non-profits may be misrepresenting the state of the science while claiming to use science-based arguments, a concern that has been raised by surveyed scientists about the environmental community. This analysis suggests possible alternative avenues for engaging diverse stakeholders in productive discussions about shark conservation.
85	34403437	Application of biological and fisheries attributes to assess the vulnerability and resilience of tropical marine fish species.	Taking advantage of published data on life-history traits and short-term information on fishery parameters from 3132 records for 644 fish stocks along the coast of India, we calculated resilience (R) and vulnerability (V). Further, we developed an Index of Resilience and Vulnerability (IRV) for 133 species of tropical finfishes, crustaceans, and molluscs. Using 7 resilience and 6 vulnerability attributes, two-dimensional scatter plots of the resilience and vulnerability scores were generated and the Euclidean distance and angle from the origin to each point were calculated to determine IRV and the effect of fishing on fish species. By ranking the species, the top 10 highly resilient, highly vulnerable, and high-risk species (low IRV) were identified. While small-sized species with fast growth rate and low trophic level were among the highly resilient species, large predatory species such as sharks and barracudas were among the highly vulnerable and high-risk species. More than 100 of the 133 species were resilient-yet-vulnerable, and most crustaceans showed high resilience. Differences in IRV scores among species within the same family were discernible, indicating the differences in the biological characteristics and response to fishing. Sensitivity analysis indicated that an abridged IRV with 6 attributes works similar to 13 attributes and can be used in data-deficient situations. Comparison of R and V of IRV with other assessments showed different results because of divergences in the objectives, number and types of attributes, and thresholds used. These assessments do not convey the same information and therefore great care must be taken for reproducing these frameworks to other fisheries. The results of IRV analysis can be useful for stock assessments and in developing effective management measures in combination with other complementary information.
86	34402530	A safe haven for potential reproductive aggregations of the critically endangered Brazilian guitarfish (Pseudobatos horkelii).	Brazilian endemic batoid elasmobranch populations have declined dramatically in the past 40 years due to anthropic activities (e.g., overfishing). The Brazilian guitarfish, Pseudobatos horkelii, included in the IUCN red list of endangered species [Critically Endangered (CR)], has been captured as by-catch by trawling fishing boats to the edge of extinction. Despite governmental conservation initiatives, the species is still caught and commercialized along the Brazilian coast. In this study, the authors report three rare aggregation events for the Brazilian coast of P. horkelii, inside the only nearshore no-entry Brazilian marine protected area. Strategies for its protection are also discussed.
87	34382690	The elasmobranchs of Malpelo Flora and Fauna Sanctuary, Colombia.	Management and conservation actions in marine-protected areas require baselines for monitoring threatened marine fauna such as elasmobranchs. This article provides evidence of the occurrence of 34 species of elasmobranchs (21 sharks and 13 batoids) in the Malpelo Flora and Fauna Sanctuary, Colombia, including five new records of sharks and three of rays. From 1987 to 2021, new records were obtained by underwater visual census using SCUBA, manned submersibles and deep-ocean cameras to depths of up to 2211 m. Of the recorded species, 21 are considered as threatened taxa (64%) by the IUCN, making the Malpelo Flora and Fauna Sanctuary an essential conservation area for this highly threatened group of species.
88	34374783	Genomic Assessment of Global Population Structure in a Highly Migratory and Habitat Versatile Apex Predator, the Tiger Shark (Galeocerdo cuvier).	Understanding the population dynamics of highly mobile, widely distributed, oceanic sharks, many of which are overexploited, is necessary to aid their conservation management. We investigated the global population genomics of tiger sharks (Galeocerdo cuvier), a circumglobally distributed, apex predator displaying remarkable behavioral versatility in its diet, habitat use (near coastal, coral reef, pelagic), and individual movement patterns (spatially resident to long-distance migrations). We genotyped 242 tiger sharks from 10 globally distributed locations at more than 2000 single nucleotide polymorphisms. Although this species often conducts massive distance migrations, the data show strong genetic differentiation at both neutral (FST = 0.125-0.144) and candidate outlier loci (FST = 0.570-0.761) between western Atlantic and Indo-Pacific sharks, suggesting the potential for adaptation to the environments specific to these oceanic regions. Within these regions, there was mixed support for population differentiation between northern and southern hemispheres in the western Atlantic, and none for structure within the Indian Ocean. Notably, the results demonstrate a low level of population differentiation of tiger sharks from the remote Hawaiian archipelago compared with sharks from the Indian Ocean (FST = 0.003-0.005, P < 0.01). Given concerns about biodiversity loss and marine ecosystem impacts caused by overfishing of oceanic sharks in the midst of rapid environmental change, our results suggest it imperative that international fishery management prioritize conservation of the evolutionary potential of the highly genetically differentiated Atlantic and Indo-Pacific populations of this unique apex predator. Furthermore, we suggest targeted management attention to tiger sharks in the Hawaiian archipelago based on a precautionary biodiversity conservation perspective.
90	34329051	Nurse sharks, space rockets and cargo ships: Metals and oxidative stress in a benthic, resident and large-sized mesopredator, Ginglymostoma cirratum.	It is widely recognized that apex predators, such as large sharks with highly migratory behavior, are particularly vulnerable to pollution, mainly due to biomagnification processes. However, in highly impacted areas, mesopredator sharks with resident behavior can be as vulnerable as apex sharks. In this context, this study evaluated cadmium (Cd), mercury (Hg), lead (Pb), and rubidium (Rb) concentrations, as well as the potentially protective effects of selenium (Se) and the behavior of two non-enzymatic biomarkers, metallothionein (MT) and reduced glutathione (GSH), employing the Atlantic nurse shark Ginglymostoma cirratum as a study model and compared the results with other resident benthic sharks, as well as highly mobile apex sharks. Muscle tissue samples from 28 nurse sharks opportunistically sampled from the Brazilian Amazon Coast were analyzed. Lower metal concentrations were observed for Pb, Rb and Se in the rainy season, while statistically significant correlations between metals were observed only between Hg and Cd and Pb and Se. Molar ratio calculations indicate potential protective Se effects against Pb, but not against Cd and Hg. No associations between MT and the determined metals were observed, indicating a lack of detoxification processes via the MT detoxification route. The same was noted for GSH, indicating no induction of this primary cellular antioxidant defense. Our results indicate that benthic/mesopredator sharks with resident behavior are, in fact, as impacted as highly mobile apex predators, with the traditional detoxification pathways seemingly inefficient for the investigated species. Moreover, considering the studied population and other literature data, pollution should be listed as a threat to the species in future risk assessments.
91	34321530	Tracking the rising extinction risk of sharks and rays in the Northeast Atlantic Ocean and Mediterranean Sea.	The loss of biodiversity is increasingly well understood on land, but trajectories of extinction risk remain largely unknown in the ocean. We present regional Red List Indices (RLIs) to track the extinction risk of 119 Northeast Atlantic and 72 Mediterranean shark and ray species primarily threatened by overfishing. We combine two IUCN workshop assessments from 2003/2005 and 2015 with a retrospective backcast assessment for 1980. We incorporate predicted categorisations for Data Deficient species from our previously published research. The percentage of threatened species rose from 1980 to 2015 from 29 to 41% (Northeast Atlantic) and 47 to 65% (Mediterranean Sea). There are as many threatened sharks and rays in Europe as there are threatened birds, but the threat level is nearly six times greater by percentage (41%, n = 56 of 136 vs. 7%, n = 56 of 792). The Northeast Atlantic RLI declined by 8% from 1980 to 2015, while the higher-risk Mediterranean RLI declined by 13%. Larger-bodied, shallow-distributed, slow-growing species and those with range boundaries within the region are more likely to have worsening status in the Northeast Atlantic. Conversely, long-established, severe threat levels obscure any potential relationships between species' traits and the likelihood of worsening IUCN status in the Mediterranean Sea. These regional RLIs provide the first widespread evidence for increasing trends in regional shark and ray extinction risk and underscore that effective fisheries management is necessary to recover the ecosystem function of these predators.
92	34301841	A Highly Complex, MHC-Linked, 350 Million-Year-Old Shark Nonclassical Class I Lineage.	Cartilaginous fish, or Chondrichthyes, are the oldest extant vertebrates to possess the MHC and the Ig superfamily-based Ag receptors, the defining genes of the gnathostome adaptive immune system. In this work, we have identified a novel MHC lineage, 
