	tweet	hashtags
2812	What a great way to think about reusing products! #allsuprlusdeals #phoenix #deals #az #circulareconomy #investinourplanet	['allsuprlusdeals', 'phoenix', 'deals', 'az', 'circulareconomy', 'investinourplanet']
2813	Norwegian company gearing up to convert Alberta's garbage to steam to #energy.  Plus, #CarbonCapture  technology 🤔.  See our energy &amp; #ClimateChange:  mv4InVpqGj  #wastereductionweek #circulareconomy #yql #abpoli   AS0od7Q8Fb	['energy', 'carboncapture', 'climatechange', 'wastereductionweek', 'circulareconomy', 'yql', 'abpoli']
2814	@AliciaMstt @Conabio @IEcologiaUNAM @IBUNAM_MX @inifap @udg_oficial @UAEH_OFICIAL @IUCN @veracruzana Yay!! Felicidades Alicia y equipo!!	[]
2815	Interesting @SHARE_inno webinar on 14 November #righttorepair and #patent law. #iplaw #sustainability #circulareconomy @HelsinkiLaw @UniLaplandLaw	['righttorepair', 'patent', 'iplaw', 'sustainability', 'circulareconomy']
2816	Dr Sanjay Shukla, MS - CZA attended the meeting of Animal Conservation Biobanking Specialist Group in @IUCN_CPSG  in Tenerife, Spain and highlighted the ongoing activities in collaboration with LaCONES. The meeting was presided over by Mr Oliver Ryder @frozenzoo @sandiegozoo.  xmZ3wEugeW	[]
2817	The world's leading conservation experts are meeting from 20-23 October at @LoroParque!  The meeting of the Conservation Planning Specialist Group (@IUCN_CPSG) will be a great opportunity to share and debate knowledge regarding the protection of biodiversity around the world.  5wuRCnIyY1	[]
2818	Must-read brief, issues are Most important for humanity’s #foodsecurity and agricultural resilience re #microplastics #plasticpollution #plasticwaste  Cheers &amp; thank you UN Environment Programme highlighting ending use/waste and innovative techniques supp… 0eqorP0VB6	['foodsecurity', 'microplastics', 'plasticpollution', 'plasticwaste']
2819	Thank you @Lawma_academy @Lawma_gov for visiting the #TidyNigeriaHub at VGC. Everyone must be sorting their waste especially from the household.  Schools should not be left behind as well.  #HouseholdRecycling #TidyNigeria #FABENigeria #TidyNigeriaVGC #CircularEconomy #ZeroWaste	['tidynigeriahub', 'householdrecycling', 'tidynigeria', 'fabenigeria', 'tidynigeriavgc', 'circulareconomy', 'zerowaste']
2820	As you all know our pop-up event last week was such a hit.💥  #Papillonkia  #CircularEconomy #prrequest    pIllLvwxr1  I3RbByrdcS	['papillonkia', 'circulareconomy', 'prrequest']
2821	For Cleaner Oceans 🌊  Our next Sustainable Development Goal in our series of #SDGAction is SDG 14: Life Below Water! #BlueEconomy #CircularEconomy #ClimateChange #ClimateAction #Education #SustainableDevelopment  #Recycle #Oceans #plasticpollution #GlobalGoals #OceanPollution  BBVwTBmC0G	['sdgaction', 'blueeconomy', 'circulareconomy', 'climatechange', 'climateaction', 'education', 'sustainabledevelopment', 'recycle', 'oceans', 'plasticpollution', 'globalgoals', 'oceanpollution']
2822	"Such a privilege to ride on the wings of ""The Skills Expert Program Pavilion"" of the Delegation of German Industry and Commerce in Nigeria. @AhkNigeria  It's been an opportunity to meet global investors, Industry leaders and fellow entrepreneurs #circulareconomy #wastemanagement"	['circulareconomy', 'wastemanagement']
2823	PREMIUM CONTENT: EURIC recently announced that it believes ECHA RAC's Microplastic guidance is incorrect. See the full ins and outs of the story on Tyre &amp; Rubber Recycling  #Tyres #TyreRecycling #Sustainability #CrumbRubber #Microplastics   LOSXYa4iJT	['tyres', 'tyrerecycling', 'sustainability', 'crumbrubber', 'microplastics']
2824	@AliciaMstt @Conabio @IEcologiaUNAM @IBUNAM_MX @inifap @udg_oficial @UAEH_OFICIAL @IUCN @veracruzana 👏	[]
2825	There is definitely a market here for more #reuse and #recycling of hard drives. All it takes is one company making the effort in order to inspire others to change! The rescue of these hard drives could be an immense benefit for #PlasticWaste.	['reuse', 'recycling', 'plasticwaste']
2826	A new review on the current microplastic monitoring  efforts in the Arctic and where to go next:  r74UlI2KxX @bm_hamilton @jenni_pro @sjurdur @Havforskningen @UiB @eebtoronto @IVLSvenskaMiljo @environmentca @NORCEresearch @NIVAforskning  xZ7ahdijzv	[]
2827	Join us for the 2nd launch of #TowaUchafuNaNusu ... 📌 Zone One Old Kampala... Kampala Central Division  📆 Friday, 28th October .... Community activities start at 2pm..#SDGs #SDGLocalization #WasteManagement #LocalSolutions..  1qdmiHwS6Z	['towauchafunanusu', 'sdgs', 'sdglocalization', 'wastemanagement', 'localsolutions']
2828	Don’t forget to sign up to join me and UNR  researcher Sarrah on a @ktmbeautiful river walk about the #truckee #river Link to sign up in the article! #plasticpollution #microplastics  @nevada_water @DRIScience  @UNRScience     1fzU9u9BQP	['truckee', 'river', 'plasticpollution', 'microplastics']
2829	Looking for ways to reduce your plastic waste? Get tips from Recycle Coach to help avoid plastics in your home:   Acs6wO1pHG  #reduceplasticwaste #wastereduction #plasticwaste #plasticwastesolutions  #wastefree #sustainability #sustainablehome #allnatural  lsyliFP0MN	['reduceplasticwaste', 'wastereduction', 'plasticwaste', 'plasticwastesolutions', 'wastefree', 'sustainability', 'sustainablehome', 'allnatural']
2830	#ZeroWaste Vocabulary Lesson! 🤓🤓 “Cradle to cradle” helps us #rethink the ways that we produce and dispose of goods. Could things be taken apart and used in a different way instead of going to landfill? In the #circulareconomy, products get reincorporated into the supply chain.  MvOts0QTJP	['zerowaste', 'rethink', 'circulareconomy']
2831	Been busy giving a skip a lick of paint and refurbishment 🎨  #skiphire #wastemanagement #recycling #waste #recycle #rubbishclearance #rubbishremoval #wastedisposal #renovation #declutter #propertyclearance #rubbishdisposal #generalwaste #commercialwaste #construction #demoliton  uyZN9M7NNb	['skiphire', 'wastemanagement', 'recycling', 'waste', 'recycle', 'rubbishclearance', 'rubbishremoval', 'wastedisposal', 'renovation', 'declutter', 'propertyclearance', 'rubbishdisposal', 'generalwaste', 'commercialwaste', 'construction', 'demoliton']
2832	Crush Paper: Now You Can Write on Coffee #businessarticles #businesstopics #papers #products #circulareconomy #coffeebean #crushpaper #recycledpaper #silverskin   IedwsuDsSt	['businessarticles', 'businesstopics', 'papers', 'products', 'circulareconomy', 'coffeebean', 'crushpaper', 'recycledpaper', 'silverskin']
2833	The Global Ecosystem Typology builds on and complements a number of standards and datasets on nature, which inform decision-makers to prioritise, implement and measure conservation actions and sustain #ecosystems. 📰 Read the news 👇  5A2h79eQ7l #ForNature @IUCN_CEM  eHevqy1eln	['ecosystems', 'fornature']
2834	TY to our Brass #F3 Sponsors @beacon_college, @Boeing, @FloridaPrepaid, @FTBAInc, Meenan, @NAFCareerAcads, @PolkState, R-Squared Solutions, &amp; @WasteManagement for investing in the mission to grow FL to the 🌎 top 10 by #FL2030.   Register by MIDNIGHT:  LL4nDfrk2Z  MBfpglTfae	['f3', 'fl2030']
2835	Today is launch day for @backyardcinema with a sold out showing of Elvis!  The ideal team will be working in the background to ensure you have a fantastic experience!🙌🏻  #facilitiesmanagement #sustainablefestivals #eventclearup  #wastemanagement #festivalcleanup #eventwaste  HxfXbtaY3j	['facilitiesmanagement', 'sustainablefestivals', 'eventclearup', 'wastemanagement', 'festivalcleanup', 'eventwaste']
2836	At our #CircularEconomy Forum the #RCycle Initiative introduces QR code passports 🌐 for plastic products. Try it out in the open space between Hall 11 and 16 (FG/CE07). See you tomorrow for day 4!  #Recycling #DataTransparency #Digitalisation #K2022 #KTradefair #MesseDuesseldorf  3Uc5J1tRhH	['circulareconomy', 'rcycle', 'recycling', 'datatransparency', 'digitalisation', 'k2022', 'ktradefair', 'messeduesseldorf']
2837	It's been a busy #TradeandEnvironmentWeek engaging with WTO partners🤝  Presented the #EUGreenDeal🌱at the Committee on Trade &amp; Environment – a fruitful conversation with membership🗺  @EU_Commission organised a #CircularEconomy event sharing 🇪🇺 experiences with circular design♻️	['tradeandenvironmentweek', 'eugreendeal', 'circulareconomy']
2838	We are celebrating Canada’s 21st #WasteReductionWeek. @CEMonthCanada  has structured the week into seven themes to start discussions, educate and celebrate advancements in each sector.   Stay tuned for a post about each of the themes! #circulareconomy #reducewaste  6oPTDASjH8	['wastereductionweek', 'circulareconomy', 'reducewaste']
2839	Here’s a lovely review we got recently about our how quickly we removed a skip.😊  We take great pride in the services we offer and always work hard to ensure maximum customer satisfaction.🤝  #binngroup || #wastemanagement #skip #binnskip #tradewaste #recyclingcentre #Ecopark  WcShXMzob1	['binngroup', 'wastemanagement', 'skip', 'binnskip', 'tradewaste', 'recyclingcentre', 'ecopark']
2840	@nv_odisha @ElephantMatrix @ElephantsRule @vfaes_org @elephantjournal @IUCN_AsESG @biswajitmohanty @howmanyellies @TheGreatAshB Thank you for sharing and caring!	[]
2841	Our #smarttech enables you to rapidly and accurately calculate size, colour and categorical metrics for visible #microplastic samples (&gt;400μm) like those collected from your Manta trawls, net tows and ingestion studies. Order yours directly online!   VGY5yZpggk	['smarttech', 'microplastic']
2842	See how @HPE_FS infused $1.6 billion back into our customer's budgets over the last five years while also reducing carbon emissions and keeping e-waste out of landfills. #Sustainability #CircularEconomy #AssetManagement #aaS   Qjjs1ebGQB  EPGqQuEgFR	['sustainability', 'circulareconomy', 'assetmanagement', 'aas']
2843	We develop meaningful, #circularsolutions to the global problem of #plasticwaste. As a leader in the manufacture of #polyhydroxyalkanoates (PHAs), we have the core technology platforms necessary to implement #PHA-based solutions at scale. Learn more at:  p5Sb4Lmpds  uKP1RuUcUT	['circularsolutions', 'plasticwaste', 'polyhydroxyalkanoates', 'pha']
2844	How can you lessen your impact on the world? ♻🌍🔧💡  Find out at Let's Go Circular at @Grand_Arcade from 22 to 30 October and learn from some of Cambridgeshire’s best #CircularEconomy initiatives through free  workshops and exhibitions.  Book now:  485k9Xyb2F   #AD  WQzMdOm73i	['circulareconomy', 'ad']
2845	#NovelEntities in the form of #plastic ghost gear are polluting the #HighSeas. Will the @UN #PlasticsTreaty address these harms? Read more in this Commentary from @RebeccaRHelm  fBcpEEmBil  3vTlch50kE	['novelentities', 'plastic', 'highseas', 'plasticstreaty']
2846	Understanding How Microplastic Contamination Impacts Marine Bivalves With Hannah Collins @UConn  Listen to it here:  3kRsjNrdYk  Episode also available on @ApplePodcasts:  vvIr3KpLhS  #microplastics #environment #phenomena #elements  F0UTnWk72l	['microplastics', 'environment', 'phenomena', 'elements']
2847	Diwali was yesterday, today and tomorrow. Surprised!!!  Don't be... If Diwali is about cleaning, togetherness and fun, we do it all on the beach. Come celebrate Diwali with us on the beach and you will know...#beatplasticpollution @mybmcWardHW @mybmc  Ux48uKWhZk	['beatplasticpollution']
2848	Between 10% and 20% of the remaining chimpanzee population (650 individuals) could be affected by the project through direct and indirect impacts to the Budongo Forest Reserve (IUCN, 2020). @klup @galleerie @MotivKasagga @EUinUG @Allano56 @AidenKaliisa @MotivKasagga  7GdTr8jvbo	[]
2849	I’ll bring the coke bitches #GlassOnly #NoPlastic	['glassonly', 'noplastic']
2850	Thank you for yr leadership but Sustainability begins at home and in schools. Let us first educate our children on the meaning of sustainability. #wastemanagement  #SDGs	['wastemanagement', 'sdgs']
2851	"""The produced fertilizers have proved to increase crop yield than industrial fertilizers” said Xavio (3/4) #wastetoresource #wastemanagement @MusanzeDistrict  EV9oAtjW63"	['wastetoresource', 'wastemanagement']
2852	"@ChownykMichael @carbonchoicesuk Fibres that break down in the environment.  Clothing microplastic shedding is a *huge* problem, and millions of tonnes of clothes are in landfills each year.  Most of my shirts are 100% cotton, hemp, or other ""natural"" (irony) fibres"	[]
2853	⚙️La #EconomíaCircular es clave para lograr un desarrollo industrial inclusivo y sostenible.  🔍Entérate de ➕ con el artículo de @Albaladm, Laura Franco Henao y @mirazo_paula para el #IAP:  🔗  9GPhJQBLYO  @UNIDO @circulareconomy   #ODS9 #ODS12 #4IR  FxuurCkAra	['economíacircular', 'iap', 'ods9', 'ods12', '4ir']
2854	@AIforClimate @rexcerv @IUCN @Huawei ¡Felicidades!	[]
2855	BLUE, GREEN &amp; GREY Infrastructures  A balanced approach with suitable amlgamation of 3 is the need of the hour. @WRICitiesIndia @WRIIndia @SwachhBharatGov @TNatureOfCities @c40cities @TreesforCities @IPBES @arborday @IUCN_ecosystem @AnUrbanForester  mFZoKxQb3S	[]
2856	@HighSeasAllianc @iucn_wcel @CymiePayne just found this pic on an article published by @chinadialogue  1589 Chinese vessels fishing on the high seas 🥺 let's hope the treaty can be quickly finalised!  ybYq28gCYL	[]
2857	¡Ya salió nuestro artículo! Después de mucho esfuerzo de un equipo increíble de colegas en @Conabio @IEcologiaUNAM @IBUNAM_MX @inifap @udg_oficial CIDIR @UAEH_OFICIAL @IUCN @veracruzana y otras instituciones de México, Guatemala y el Salvador. Hilo con resumen pronto.	[]
2858	Lagu IVE yang tentang lingkungan tentu saja Love Dive   “Microplastic oh God I love it”	[]
2859	designaustria and the consortium of @DigiPrime2 invite you to the online info event on its Open Call: Thursday, 27th of October 2022, from 10 to 11.30 CEST.  qT1C0IJk1V  #circulareconomy #circulardesign #Funding  rMHsJvnAN2	['circulareconomy', 'circulardesign', 'funding']
2860	ELS VIGILANTS DELS PLÀSTICS A LA PLATJA DE LLEVANT Un any més els alumnes de l’Optativa de #Mediambient fan d’investigadors i col·laboren amb el projecte de #ciència ciutadana #Microplastic Watchers liderat pel Centre d’Estudis Avançats de Blanes (CEAB) …  U791zch2pE  OJvYJc7sah	['mediambient', 'ciència', 'microplastic']
2861	Join our Fashion Initiative Lead, Laura Balmond @joinourco CO Brand Leaders Summit 22 on circular fashion, taking place online, 2nd November at 14:00-18:00 GMT.  Register here:  oi0z3TeMsK #cobrandleaderssummit22 #makefashioncircular  R4rQsA6QFB	['cobrandleaderssummit22', 'makefashioncircular']
2862	Recent data show, that about 39% of #polymers are deposited. Based on a thorough analysis of national #circulareconomy we identified product design criteria, which enable higher degree of material recycling and even facilitate reuse of products. Read more:  MQyRxkofFg  72iTaiYLrX	['polymers', 'circulareconomy']
2863	Welcome to the Circular minerals - the rocky road from side streams to products seminar 2.11.2022! Program &amp; Registration:  dooNaCtbtp   #vtt #lut #gtk #UniOulu #ouluminingschool #minerals #circulareconomy  j8fFxf09SM	['vtt', 'lut', 'gtk', 'unioulu', 'ouluminingschool', 'minerals', 'circulareconomy']
2864	21th Day of #SwachhBharat2022 Campaign. Today activities done DM office Complex , North Tripura.  #CleanIndia2 #Youth #India #NYKSIndia #Noplastic Ministry of Youth Affairs and Sports, Government of India  Anurag Thakur  Nisith Pramanik My GovIndia NSS India  VbphBHwX9C	['swachhbharat2022', 'cleanindia2', 'youth', 'india', 'nyksindia', 'noplastic']
2865	@GWPSAF @LeticiaNgorima @IUCN_Water @IucnE @IUCN @OSUCEOAS @SADC_WaterNet @GWPnews @renoka_movement @NooshaTL	[]
2866	#Particleaday to keep me counting #microplastic consistently this next month or so #finishline 😎. Some interesting blue fragments and lots of white foams on this filter!  0JWo5O5UQs	['particleaday', 'microplastic', 'finishline']
2867	having the most profound epiphany in a tiktok slideshow with an audio from undertale and immediately forgetting it after seeing the 125th thirst edit about makima	[]
2868	DYK, 85% of textiles 👕 are landfilled in Canada. Learn more about the unique opportunities and challenges for a Canadian transition to the circular economy. #CircularEconomyMonth #CircularEconomy  hG9DzSaJAu  FMQpYLYl0Y	['circulareconomymonth', 'circulareconomy']
2869	FUTURE is URBAN GREEN Those having a passion for urban forestry n wish to become urban forestry professionals may join these online courses👇 @urbangreenUP @AnUrbanForester @EFUrbanForestry @IFS_Officers #urbanforest @IUCN @cem_forests @IGNFA_GoI  Link 👇  lamjisaXLQ  OjDXB7BRr4	['urbanforest']
2870	21th Day of #SwachhBharat2022 Campaign. Today activities done by Sabhadipati Sh. Bhabatosh Das at UTZP.  #CleanIndia2 #Youth #India #NYKSIndia #Noplastic Ministry of Youth Affairs and Sports, Government of India  Anurag Thakur  Nisith Pramanik My GovIndia NSS India  PAUrL1mvqN	['swachhbharat2022', 'cleanindia2', 'youth', 'india', 'nyksindia', 'noplastic']
2871	@BelarusMID @UNESCO @UNESCO_russian @IUCN @IUCNRedList @IUCN_forests @IUCN_Water @IUCN_PA @WWF @Greenpeace @coe Вы её ещё не вырезали? Как другие леса радзімы	[]
2872	Interested in the triple bottom line? People, Planet, Profit. ymrb07M7Bx #ideation #business #triplebottomline #sustainablebusiness #dei #circulareconomy #environmentallyfriendly #ecofriendly #leadership #leaders  #ideageneration #eco #management #cclass	['ideation', 'business', 'triplebottomline', 'sustainablebusiness', 'dei', 'circulareconomy', 'environmentallyfriendly', 'ecofriendly', 'leadership', 'leaders', 'ideageneration', 'eco', 'management', 'cclass']
2873	@carbon_stink @ElephantsIEF @hwctf @IUCN_AsESG @assamforest Bhutiachang tea estate, Udalguri	[]
2874	📌#SaveTheDate on October 27, 2022 #NextDesignPerspectives  @NEXTDesignP @ItalyMFA @ITAtradeagency  #design #DesigninFlux  @LunelliMatteo @stefilazza @vignolimatteo @Ffoodinstitute @quayola @circulareconomy @GhettoGastro @AbibooArchs @StudioDrift @ecoLogicStudio @Spencer_Bailey	['savethedate', 'nextdesignperspectives', 'design', 'designinflux']
2875	The most recent tenders, opportunities, and contract wins for the waste management sector have been released.   See the list at @MRWmagazine -  preVwcLYqr  #wastemanagement #recycling	['wastemanagement', 'recycling']
2876	We’re answering the call from this year’s Recycling Week to “Let’s Get Real”, which is why we’ve highlighted our top 5 tips for putting recycling at the centre of any live event. Read about it here  IxMtbgUeNB  #recycle #recycling #recycleweek2022 #wastemanagement	['recycle', 'recycling', 'recycleweek2022', 'wastemanagement']
2877	@sayan12011991 @ElephantsIEF @hwctf @IUCN_AsESG @assamforest Sayan, kon jaigah eta?	[]
2878	#Day108 #OnePlantADay  #plantation #BreakdownofCO2 #oxygenfootprint #Plantatreeandsavethem #plantsofinstagram #greenearth #noplastic #bhopalinfo  #SwachhSurvekshan2023 #AjadiKaAmritMahotsab #BMCNews #SBMUMP #bhopalinfo  #MeraSeharMeriPahchan  DxEwqhxWki	['day108', 'oneplantaday', 'plantation', 'breakdownofco2', 'oxygenfootprint', 'plantatreeandsavethem', 'plantsofinstagram', 'greenearth', 'noplastic', 'bhopalinfo', 'swachhsurvekshan2023', 'ajadikaamritmahotsab', 'bmcnews', 'sbmump', 'bhopalinfo', 'meraseharmeripahchan']
2879	Two giants.. Technology moulds both human and elephant lives  ⁦@ElephantsIEF⁩ ⁦@hwctf⁩ ⁦@IUCN_AsESG⁩ ⁦@assamforest⁩  NTspiIdsEl	[]
2880	Join us for ReCiPSS Day on 16 Nov 2022. Onsite and online options to attend.  hKMNcXvnfw  #circulareconomy #circularbusinessmodels #ReCiPSS #h2020 #euprojects	['circulareconomy', 'circularbusinessmodels', 'recipss', 'h2020', 'euprojects']
2881	As part of an event by the H2020 C-SERVEES and ReCiPSS projects, the ReCiPSS team presented the project results and participated in a panel discussion with European Commission’s Policy Officers in Brussels.  qlAQEfm6qA  #circulareconomy #circularbusinessmodels #H2020  2lXbGxa5s7	['circulareconomy', 'circularbusinessmodels', 'h2020']
2882	📌On October 27 from 9:30 AM CET, #NextDesignPerspectives will be live-streamed on  2VA10LPBEu  Let’s meet @vignolimatteo, founder of the @Ffoodinstitute and speaker on the panel discussion #DESIGN THINKING IN ACTION in partnership with @circulareconomy  #food #future  K52M2ANRRB	['nextdesignperspectives', 'design', 'food', 'future']
2883	@WasteManagement let's see if WM sends around that mysterious 2nd truck today to remove bundled branches. #customerexperience  hoSwR2D9rz	['customerexperience']
2884	#demeterearth #growfoodnotlawns #localfarms #urbanfarm #microfarming #marketgarden #organic #permaculture #endfactoryfarms #regenerativeagriculture #foodscaping #soilbiology #urbanagriculture #growfoodeverywhere #fightfoodinsecurity #nopesticides #climatepledge #circulareconomy	['demeterearth', 'growfoodnotlawns', 'localfarms', 'urbanfarm', 'microfarming', 'marketgarden', 'organic', 'permaculture', 'endfactoryfarms', 'regenerativeagriculture', 'foodscaping', 'soilbiology', 'urbanagriculture', 'growfoodeverywhere', 'fightfoodinsecurity', 'nopesticides', 'climatepledge', 'circulareconomy']
2885	Take a back-up of your phone,(what's important!),return factory settings and start with a 'new phone'   No need to buy a new phone each time-many phones get 'full' w cookies and unnecessary junk and returning factory settings eliminates this in mostcases   #reuse #circulareconomy	['reuse', 'circulareconomy']
2886	I discuss how to improve #WasteManagement on @iitbombay campus and in general in India with @jitendravijaya (Dr Jitendra Shah) and @TeamSHUNYA_IITB @TeamSHUNYA_IITB   We need: (a) awareness (b) infrastructure (c) incentives  Also, #LocalSelfGovernance   aLMD4bXfJX	['wastemanagement', 'localselfgovernance']
2887	@ConveryIan @markwilderness @sallyannhawkins @zkun1971 @LandEthics @IUCN_CEM Thanks Ian, sounds like fun!	[]
2888	🚀Did you know we are a big family? The CIRCALGAE has other two sister projects SEAMARK and REALM.  #project #bioeconomy #circulareconomy  tnshsei2nS	['project', 'bioeconomy', 'circulareconomy']
2889	トムソンガゼル 【学名】 Eudorcas thomsonii 【種類】 哺乳綱 クジラ偶蹄目 ウシ科 ガゼル属トムソンガゼル 【レッドリスト】 IUCNによる保全状況（Ver.3.1）         NT：準絶滅危惧  gQUsz7xQOM	[]
2890	@Cameron_Diver @UNBiodiversity @IUCN @WWF_Deutschland @IUCN_forests @Esri ...and where do I find the map of eco sub regions?  uViRRCllqk	[]
2891	In a globalised world, with wide-spanning supply chains, transformative change has to happen across borders  Ellen MacArthur Foundation (@circulareconomy) explores the intersection of trade and circular economy and maps the impacts on multiple policy areas  Ip5ptEZe4C	[]
2892	The ‘pink ladies’ at Agecko want to raise as much awareness as possible for Breast Cancer today, tomorrow, and every day!   #agecko #wastemanagement #breastcancerawareness #breastcancerawarenessday #breastcanceraawarenessday2022 #breastcancer #pinkladies #york  6xhC8c76kt	['agecko', 'wastemanagement', 'breastcancerawareness', 'breastcancerawarenessday', 'breastcanceraawarenessday2022', 'breastcancer', 'pinkladies', 'york']
2893	From health care products to food packaging and more, our members make modern life possible. But as we celebrate #NationalChemistryWeek, did you also know they are leading the charge to advance #sustainability and the #circulareconomy? Read more:  08jPORdZwH	['nationalchemistryweek', 'sustainability', 'circulareconomy']
2894	@RIX61175034 @HowardMortman Those images look like a magnified version of the interiors of our bodies. We are all walking microplastic organisms at this point. It's disgusting.	[]
2895	Mangroves in the Western Indian Ocean region could contribute up to $10.1bn each year to local economies, shows a new @MangrovesNow report.  These ecosystems are crucial to create a #NaturePositive world for all🌍  Access the full study here:  VExjvExeJ5 #RootsOfHope  et5TmTUQHc	['naturepositive', 'rootsofhope']
2896	Even though many of us now feel very sick from all of the cake, we've had a great charity day and have raised... £677.00!   Thank you to everyone who has bought cakes, raffle tickets and joined in with our games.  @BreastCancerNow   #breastcancerawareness #wastemanagement  h574sY8voQ	['breastcancerawareness', 'wastemanagement']
2897	@Cameron_Diver @UNBiodiversity @IUCN @WWF_Deutschland please explain difference between @IUCN_forests and WWF #ecoregions!	['ecoregions']
2898	Check out our range of ecofriendly options that help you meet your sustainability goals without breaking the bank.   Visit  N2jMZX8o2P to learn more.  #savetheplanet #sustainability #sustainabledesign #sustainableliving #reduce #circulareconomy #ecofriendly #arkaboxes  CKbDzGdvd2	['savetheplanet', 'sustainability', 'sustainabledesign', 'sustainableliving', 'reduce', 'circulareconomy', 'ecofriendly', 'arkaboxes']
2899	By-products from other industries help to make our varied range of #Construction &amp; #Building products – maximising what would otherwise be discarded! 🧱  Learn more about how we’re transitioning to a #CircularEconomy ➡️  7fP89iWYPN   #RecycleWeek @recycle_now ♻  oLt3JOOiiw	['construction', 'building', 'circulareconomy', 'recycleweek']
2900	If your company produces waste - any waste - it would be wise to familiarize yourself with how waste is categorized and regulated.  Start with our free, downloadable e-book, then reach out with questions!   MyXP7MA7S5  #freebook #wastemanagement #softwaresolutions  ni2blo1Ugl	['freebook', 'wastemanagement', 'softwaresolutions']
2901	#JustAccepted @EnTechJournal  Optimization of cobalt, nickel, and iron supplement for mesophilic and thermophilic anaerobic digestion treating high-solid food waste #wastemanagement #digestion #food   5RkGiQSVtg  1qPBOg41OM	['justaccepted', 'wastemanagement', 'digestion', 'food']
2902	In case you missed the news from earlier this week: @storaenso CEO, Annica Bresky and @IUCN-US CEO  and @IUCN Director, North America, Dr. Tracy Farrell elected to the #SFI Board of Directors.  Building #BetterChoicesForTheFuture.     RQQxOAPVkX  WfFJu2udot	['sfi', 'betterchoicesforthefuture']
2903	queerness is freedom ❤️	[]
2904	Sote Tuwe na Weekend Njema, Kwa kutazama hii picha unaweza tambua kuwa ilipigiwa wapi? na kwa mtazamo wako lilikuwa ni tukio Gani? #BeatPlasticPollution 📸 @fredynjeje  rk6IS6UeBj	['beatplasticpollution']
2905	We handle trash using eco-conscious #WasteManagement practices, which means you can feel good about the way your project waste is managed. We go to any lengths necessary to make sure your trash is disposed of in a responsible, sustainable manner.  AtNclXApeb  o2YbxiRRvl	['wastemanagement']
2906	October is Circular Economy Month❗  👉The Circular Innovation Council introduced Canada’s first-ever public awareness month dedicated to educating and engaging Canadians on building a circular economy.  🔗 3z8mDVuH2Z  #Sustainability  #circulareconomy #PETisnumber1  nfQblXgiWq	['sustainability', 'circulareconomy', 'petisnumber1']
2907	📢 Job opportunity @lborogeog @lborouniversity: RA in Physical Geography, investigating microplastic entrainment, transport and fragmentation in atmospheric boundary-layer flows. Join an interdisciplinary and international team, led by Professor Jo Bullard  XrumsGpZ0t	[]
2908	To mark @CEMonthCanada &amp; #WasteReductionWeek we'd like to celebrate the great work being done by GRT who are championing the #CircularEconomy with their CDE waste recycling solution.  Learn more  ukSqIDXLsw  #30yearsofCDE #CircularEconomyMonth #Sustainability  ZimwN4Dn4j	['wastereductionweek', 'circulareconomy', '30yearsofcde', 'circulareconomymonth', 'sustainability']
2909	#beatplasticpollution #bansingleuseplastics #responsibleconsumption  b9u1ZAZ8DY	['beatplasticpollution', 'bansingleuseplastics', 'responsibleconsumption']
2910	After the suspension of #IGC5, @iucn_wcel @CymiePayne reflects on the progress but also the obstacles States need to overtake at the next meeting to conclude a #HighSeasTreaty to address conservation and sustainable use of biodiversity in #ABNJ.  sCF6yeYsS8	['igc5', 'highseastreaty', 'abnj']
2911	We attended the 64th Center for the Polyurethanes Industry show this year. It's clear that a range of solutions are required to transform the #PU #supplychain into a #circulareconomy framework, but the appetite for change is undeniable 👏 #CPI2022  knbx3HcbcW	['pu', 'supplychain', 'circulareconomy', 'cpi2022']
2912	Do moulded temporary plastic  items signify #corruption? Esp. when #climatefriendly alternatives exist. Maybe empty plastic ignores its ‘own type’. While it gets re-filled with #CIA’s poisonous liquid greed-feed. #Pakistan #wastemanagement   eUrOVkWR4L #sustainability  lK8lSqPJjQ	['corruption', 'climatefriendly', 'cia', 'pakistan', 'wastemanagement', 'sustainability']
2913	Did You know that Waste Management is Covered in the Constitution of Kenya 2010, Article 42?  I thought you should know.   #Constitución #wastemanagement #ClimateEmergency #SDGs  8kZdg8VYi6	['constitución', 'wastemanagement', 'climateemergency', 'sdgs']
2914	@ThierryAaron @GOVUK @ScientistsX You are actually ignoring the evidence that microplastic pollution is much much bigger problem than changing climate.	[]
2915	Our work at @SGPPartnership is to set standards, advocate best practices &amp; promote innovation toward a more accountable, sustainable supply chain.  #innovation #leadership #circulareconomy #sustainablesupplychain #sustainablefuture  lfSw8t3BE8	['innovation', 'leadership', 'circulareconomy', 'sustainablesupplychain', 'sustainablefuture']
2916	Learning about @PageUruguay 🇺🇾 and the results of five years of work in the country.  Listen to the interview of our expert @pialonsoribas on @DelSolUy 📻in Spanish.  #circulareconomy #greeneconomy	['circulareconomy', 'greeneconomy']
2917	@ExtinctionR Yes, partly because u are completely ignoring the fact that microplastic pollution is much much bigger problem than changing climate, and so thanx to you, people of west is terrorized with unsane el. prices of green deal, instead of solving synthetic products, mainly tyres.	[]
