	pmid	Title	Abstract
514	34180124	Structure and function of Shark Bay microbial communities following tropical cyclone Olwyn: A metatranscriptomic and organic geochemical perspective.	"Shark Bay, Western Australia, is episodically impacted by tropical cyclones. During 2015, the region was hit by a category 3 cyclone, ""severe tropical cyclone Olywn,"" leading to the formation of a black sludge in an intertidal zone harboring microbial mats and microbialites. Upon returning to the impacted site 12 months later, the black sludge deposit was still recognizable between the microbialite columns and mucilaginous cobbles near the shoreline in the impacted area. Metatranscriptomic and organic geochemical analyses were carried out on the cyclone-derived materials and impacted microbial mat communities to unravel the structure, function, and potential preservation of these deposits following a tropical cyclone. It was found that samples derived from the black sludge contained low relative abundances of cyanobacteria but had higher proportions of heterotrophic and anaerobic microorganisms (e.g., methanogens and sulfate-reducing bacteria). Increased metabolic activity by these microorganisms (e.g., sulfate reduction and organic matter degradation) is thought to drive calcium carbonate precipitation and helps in mat preservation. Comparison of the aliphatic biomarker by gas chromatography-mass spectrometry (GC-MS) analyses showed that C"
515	34180053	The use of an unoccupied aerial vehicle to survey shark species over sand and rocky-reef habitats in a marine protected area.	Cabo Pulmo National Park was established in 1995 and has since seen a large increase in fish biomass. An unoccupied aerial vehicle (UAV) was used to survey shallow coastal habitat in which lemon sharks (Negaprion brevirostris), bull sharks (Carcharhinus leucas) and Pacific nurse sharks (Ginglymostoma unami) were recorded. Sharks were more common in the afternoon, potentially using warmer shallow areas to behaviourally thermoregulate. This study highlights UAV surveying to be a viable tool for species identification, a limitation of previous terrestrial surveys conducted in the area.
516	34171581	Metal concentrations and metallothionein metal detoxification in blue sharks, Prionace glauca L. from the Western North Atlantic Ocean.	"BACKGROUND: Elasmobranchs are particularly vulnerable to environmental metal contamination, accumulating these contaminants at high rates and excreting them slowly. The blue shark Prionace glauca L. is one of the most heavily fished elasmobranchs, although information regarding metal contamination and detoxification in this species is notably lacking.
METHODS: Blue sharks were sampled in the western North Atlantic Ocean, in offshore waters adjacent to Cape Cod, Massachusetts. Total and metallothionein-bound liver and muscle metal concentrations were determined by inductively coupled plasma mass spectrometry (ICP-MS), metallothionein detoxification and oxidative stress endpoints were determined by UV-vis spectrophotometry.
RESULTS: Metallothionein detoxification occurred for As, Cd, Cs, Cu, Hg, Pb, Se, Ti and Zn in liver, and for As, Cd, Cs, Pb, Se, and Zn in muscle, while reduced glutathione defenses seem to be related to Co and Zn exposure.
CONCLUSION: This is the first report for several metals (Ag, Co, non-radioactive Cs, Sb, Ti and V) for this species, which will aid in establishing baseline elemental data for biomonitoring efforts, health metrics, and conservation measures."
517	34166710	A computational framework for studying energetics and resource management in sea turtle migration and autonomous systems.	Sea turtles complete migrations across vast distances, covering entire ocean basins. To track these migrations, satellite tracking tags are attached to their shells. The impact of these tags must be considered to ensure that turtles' natural behavior is not artificially and adversely impacted through tag-related drag, and that the data collected by a small sample of sea turtles accurately represents the larger population. Additionally, it can be difficult to study animal energetics in the field over large migration distances. In this work, we modify a computational behavior model to study how satellite tracking tags affect turtle migration behavior. Our agent based model contains synthetic magnetic field environments that are used for navigation cues, an ocean current, resource distributions that represent locations of food, and an agent that attempts to migrate to several different goals. The agent loses energy as it progresses, and searches for the resource distributions to replenish itself. Our novel simulation framework demonstrates the relationship between an agent's available energy capacity, its energy consumption based on mechanical power expended, and its ability to navigate to all migratory goal points. This study can be utilized to (1) probe the impacts of an animal's energy capacity and foraging behavior on its resulting navigation and ecology, (2) guide future satellite tag designs, and (3) develop usage recommendations for a suitable tracking tag based on the type of experiment being conducted. Our model can be expanded beyond sea turtles to study other marine species (e.g., sharks, whales). Additionally, this model could be expanded to other domains within the marine environment. For example, it could be modified to examine design trade-offs in remotely operated vehicles (ROVs), which share many of the same operational constraints as sea turtles and other migratory species.
518	34159587	General descriptions of the dermis structure of a juvenile whale shark Rhincodon typus from the Gulf of California.	The aim of this study is to provide preliminary observations on the microanatomy of Rhincodon typus skin using histology and electron microscopy analyses. Skin biopsies were obtained from a deceased juvenile male shark (548 cm total length) stranded in La Paz, Mexico, during February 2018. The results of this study evidenced the basic structure of the dermal denticles in the epidermis of the trunk of the shark, as well as the composition of the connective tissue in the hypodermis. Histological images of the hypodermis showed a high concentration of collagen fibres, formed by a large number of fine and wavy fibres of compact shape and little intercellular substance.
519	34157537	Mercury and selenium concentrations in different tissues of brown smooth-hound shark (Mustelus henlei) from the western coast of Baja California Sur, Mexico.	A study on mercury (Hg) and selenium (Se) concentrations in the liver and muscle of brown smooth-hound shark Mustelus henlei and its principal prey items, was conducted in the western coast of Baja California Sur, Mexico. Average Hg concentrations were found to be high in the muscle than in the liver; however, Hg concentrations were below the maximum permissible limits, and hence, the consumption of this species does not constitute a risk to human health. The mean Se concentrations were higher in the liver than in the muscle. The results of Hg: Se molar ratio revealed that Se counteracts the toxicity of Hg in hepatic tissues, whereas the contrary occurs in the muscle. Significant differences in Hg and Se accumulation were observed between females and males. Biomagnification factor values >1 demonstrate a biomagnification process from its principal prey species (i.e., red crab, Pleuroncodes planipes and Pacific mackerel, Scomber japonicus).
520	34153096	REDESCRIPTION OF CATHARIOTREMA SELACHII (MACCALLUM, 1916) JOHNSTON AND TIEGS, 1922 (MONOGENOIDEA: MONOCOTYLIDAE), EMENDATION OF MONOTYPIC CATHARIOTREMA JOHNSTON AND TIEGS, 1922, AND PROPOSAL OF CATHARIOTREMATINAE N. SUBFAM. BASED ON MORPHOLOGICAL AND NUCLEOTIDE EVIDENCE.	We herein redescribe the enigmatic Cathariotrema selachii (MacCallum, 1916) Johnston and Tiegs, 1922 based on the holotype, paratypes, and newly collected specimens infecting the olfactory organ of 5 shark species from the Gulf of Mexico (all new host records): scalloped hammerhead shark, Sphyrna lewini (Griffith and Smith, 1834) (Carcharhiniformes: Sphyrnidae); great hammerhead shark, Sphyrna mokarran (Rüppell, 1837); blacktip shark, Carcharhinus limbatus (Müller and Henle, 1839) (Carcharhiniformes: Carcharhinidae); spinner shark, Carcharhinus brevipinna (Müller and Henle, 1839); and Atlantic sharpnose shark, Rhizoprionodon terraenovae (Richardson, 1836) (Carcharhinidae). These specimens were morphologically indistinguishable from each other and from MacCallum's holotype and paratypes. Those sequenced had identical first internal transcribed spacer (ITS1) and large subunit ribosomal DNA (28S) nucleotide sequences. As such, C. selachii infects sharks of 2 orders (Carcharhiniformes, Lamniformes) and 3 families (Carcharhinidae, Sphyrnidae, Lamnidae) in the Northwestern Atlantic Ocean (type locality) and Gulf of Mexico (new records herein). This report is the first of new specimens of C. selachii in the Atlantic Ocean Basin in 95 yr and corrects long-standing error cascades and ambiguities concerning the morphology and systematic placement of C. selachii. Considering morphology and nucleotide-based phylogenetic evidence (28S, Bayesian analysis), we herein emend monotypic CathariotremaJohnston and Tiegs, 1922 and propose Cathariotrematinae Bullard n. subfam. for it and 4 other genera (all formerly assigned to Merizocotylinae Johnston and Tiegs, 1922). These genera comprise species infecting only the nose of sharks (monotypic Cathariotrema, SqualotremaKearn and Green, 1983 and SeptitremaKheddam, Chisholm, and Tazerouti, 2020 plus 3 species of TriloculotremaKearn, 1993) and nose of a chimaera (monotypic HolocephalocotyleDerouiche, Neifar, Gey, Justine, and Tazerouti, 2019). Cathariotrematinae differs from Merizocotylinae by having a 3-part attachment organ and by lacking open loculi that symmetrically encircle a cluster of >2 loculi in the center of the haptor. Monophyletic Cathariotrematinae (with sequences representing species of Cathariotrema, Triloculotrema, and Holocephalocotyle only) was sister to monophyletic Merizocotylinae, which together were sister to monophyletic Calicotylinae Monticelli, 1903. These subfamilies comprise a monophyletic group of monocotylids that have a double vagina and infect extrabranchial, enclosed niches (urogenital system, body cavity, olfactory chamber/nose) on their shark, ray, and chimaera hosts (all other monocotylids have a single vagina and infect the gill or body surfaces of rays only). Monocotylinae Taschenberg, 1879 and Decacotylinae Chisholm, Wheeler, and Beverley-Burton, 1995 were recovered as monophyletic. Heterocotylinae Chisholm, Wheeler, and Beverley-Burton, 1995 remained paraphyletic. We accept ParacalicotyleSzidat, 1970.
521	34150212	Ocean warming impairs the predator avoidance behaviour of elasmobranch embryos.	Embryogenesis is a vulnerable stage in elasmobranch development due in part to high predation mortality. Embryonic elasmobranchs respond to potential predators by displaying a freezing behaviour, characterized by the cessation of pharyngeal respiration followed immediately by coiling of the tail around the body. We hypothesized that the duration of this freeze response is limited by the embryo's requirement for oxygen. Here, 
522	34148252	Retrospective study of phaeohyphomycosis in aquarium-housed fish, with first descriptions of Exophiala lecanii-corni and Neodevriesia cladophorae in fish.	A broadening fish host range is affected by novel and known pigmented fungal pathogens. A review of 2,250 piscine submissions received by the Aquatic Pathology Service, University of Georgia, revealed 47 phaeohyphomycosis cases (2.1%), representing 34 bony and cartilaginous fish species. The majority involved bony fish (45/47, 95.7%) and were predominantly marine (41/47, 87.2%), with only a few freshwater species (4/47, 8.5%). Cartilaginous fish cases included two zebra sharks (Stegostoma fasciatum) (2/47, 4.3%). Northern seahorses (Hippocampus erectus) had the highest incidence overall (7/47, 14.9%). Culture and sequencing of the internal-transcribed spacer region of the rDNA (ITS), large ribosomal subunit gene D1/D2 domains (LSU) and the DNA polymerase II gene (RPB2) were performed for fungal identification when fresh tissue was obtainable. Exophiala, Ochroconis and Neodevriesia spp. were identified, with Exophiala as the most common fungal genus (8/11, 72.7%). Exophiala lecanii-corni and Neodevriesia cladophorae were described for the first time from fish. Microscopically, lesions were characterized by necrosis, granulomatous inflammation and angioinvasion most frequently affecting the skin/fin, skeletal muscle and kidneys. In this study of diverse aquarium-housed fish species, phaeohyphomycosis cases occurred sporadically and in rare outbreaks with variable pathologic presentations, tissue distributions and severities.
523	34146855	Contamination knows no borders: Toxic organic compounds pollute plastics in the biodiversity hotspot of Revillagigedo Archipelago National Park, Mexico.	Plastic pollution is ubiquitous and not even remote protected islands are safe from it. Floating debris can adsorb toxic compounds that concentrate on their surface, being available to the animals that ingest them. For this reason, a baseline study of plastic pollution was conducted in the remote Revillagigedo Archipelago, in the Mexican Pacific Ocean. In 47 manta net samples an average of 4.8 plastics/1000m
524	34146594	Shark liver oil supplementation enriches endogenous plasmalogens and reduces markers of dyslipidemia and inflammation.	Plasmalogens are membrane glycerophospholipids with diverse biological functions. Reduced plasmalogen levels have been observed in metabolic diseases; hence, increasing their levels might be beneficial in ameliorating these conditions. Shark liver oil (SLO) is a rich source of alkylglycerols that can be metabolized into plasmalogens. This study was designed to evaluate the impact of SLO supplementation on endogenous plasmalogen levels in individuals with features of metabolic disease. In this randomized, double-blind, placebo-controlled cross-over study, the participants (10 overweight or obese males) received 4-g Alkyrol® (purified SLO) or placebo (methylcellulose) per day for 3 weeks followed by a 3-week washout phase and were then crossed over to 3 weeks of the alternate placebo/Alkyrol® treatment. SLO supplementation led to significant changes in plasma and circulatory white blood cell lipidomes, notably increased levels of plasmalogens and other ether lipids. In addition, SLO supplementation significantly decreased the plasma levels of total free cholesterol, triglycerides, and C-reactive protein. These findings suggest that SLO supplementation can enrich plasma and cellular plasmalogens and this enrichment may provide protection against obesity-related dyslipidemia and inflammation.
525	34146448	Individual haplotyping of whale sharks from seawater environmental DNA.	"Population genetic data can provide valuable information on the demography of a species. For rare and elusive marine megafauna, samples for generating the data are traditionally obtained from tissue biopsies, which can be logistically difficult and expensive to collect and require invasive sampling techniques. Analysis of environmental DNA (eDNA) offers an alternative, minimally invasive approach to provide important genetic information. Although eDNA approaches have been studied extensively for species detection and biodiversity monitoring in metabarcoding studies, the potential for the technique to address population-level questions remains largely unexplored. Here, we applied ""eDNA haplotyping"" to obtain estimates of the intraspecific genetic diversity of a whale shark (Rhincodon typus) aggregation at Ningaloo reef, Australia. Over 2 weeks, we collected seawater samples directly behind individual sharks prior to taking a tissue biopsy sample from the same animal. Our data showed a 100% match between mtDNA sequences recovered in the eDNA and tissue sample for all 28 individuals sampled. In the seawater samples, >97% of all reads were assigned to six dominant haplotypes, and a clear dominant signal (~99% of sample reads) was recovered in each sample. Our study demonstrates accurate individual-level haplotyping from seawater eDNA. When DNA from one individual clearly dominates each eDNA sample, it provides many of the same opportunities for population genetic analyses as a tissue sample, potentially removing the need for tissue sampling. Our results show that eDNA approaches for population-level analyses have the potential to supply critical demographic data for the conservation and management of marine megafauna."
526	34145907	Effects of climate-change-driven gradual and acute temperature changes on shark and ray species.	Climate change is altering distributions and abundances of marine species through both gradual and acute changes in temperature and productivity. Due to their high mobility and metabolic rates, elasmobranchs (sharks and rays) are likely to redistribute across latitudes and depths as they thermoregulate, but little is known about their responses to these climatic changes, which could vary widely across this diverse group of species. Here, we assessed how species with differing mobility and ecology responded to gradual changes in daily sea surface temperature (SST) and acute temperature anomalies, caused by the El Niño-Southern Oscillation (ENSO), at Cocos Island, Costa Rica, the site of multiple marine heatwaves. We used generalized linear mixed models to analyse 34,342 records of relative abundance or frequency of occurrence for seven shark and ray species collected in 27 years (1993-2019) by a dive company. We compared effect sizes for SST and the Oceanic Niño Index across the different species, which vary widely in body size and mobility. Large, mobile species responded strongly but inconsistently to temperature. For scalloped hammerhead sharks Sphyrna lewini, a 1℃ rise in SST reduced counts by over 14%, and dropped the occurrence of their large schools by almost one-fifth (19.4%). Mobula ray occurrence also declined substantially with a few degrees rise in SST, whereas tiger shark Galeocerdo cuvier occurrence sharply increased. These species also had divergent responses to the ENSO: S. lewini and G. cuvier were sighted with greater frequency during La Niña events, and their abundance dropped considerably during El Niño events-over a twofold decline between a strong La Niña and strong El Niño for S. lewini. In contrast, Mobula rays showed little response to ENSO. The smaller and sedentary Triaenodon obesus exhibited the weakest response of all species to both SST and the ENSO, reflecting its lower metabolic rates and mobility. Climate change will continue to impact elasmobranchs, even for smaller and more localized species, with the potential to impact the effectiveness of marine protected areas (MPAs). Our results compel further work on the diversity of elasmobranch responses to environmental change.
527	34145534	Identifying shark species responsible for fisheries depredation off Southeast Queensland, Australia.	Anecdotal reports from fishers in Southeast Queensland, Australia suggest that shark depredation is a significant issue, however little is known about which species are responsible for depredating catches. This research aimed to identify depredating species in Southeast Queensland line based fisheries, by undertaking a genetic analysis of depredated samples collected by commercial, charter and recreational fishers. The genetic analysis successfully identified ten depredating sharks, all from the genus Carcharhinus (19.2% success). The species identified using mitochondrial DNA included five C. leucas (bull sharks), two C. plumbeus (sandbar sharks), one C. amboinensis (pigeye shark), one C. brevipinna (spinner shark) and one unconfirmed C. plumbeus/C. altimus (bignose shark). While many species of Carcharhinus have been found to depredate catches in Australia, C. leucas has not been highlighted until this research as a potential problematic species. The optimised protocol allowed for the confident identification of shark species responsible for depredation in fisheries using frozen fish samples donated by fishers.
528	34145200	Printing a static progressive orthosis for hand rehabilitation.	"BACKGROUND: Static progressive orthosis is used for the treatment of severe joint contracture after trauma and/or surgery. However, a custom-fabricated static progressive splint would be expensive and labor intensive. Especially, owing to very limited payment under the current Taiwanese National Health Insurance, the incentives to fabricate a patient-specific splint are insufficient for a therapist. To ease splint construction, we introduced three-dimensional (3D)-printed ""shark fin""-shaped device works as a static progressive orthosis for the hand rehabilitation. The aim of this study was to describe and demonstrate the newly designed device.
METHODS: This study included a 46-year male suffered from a left distal radius fracture and underwent open reduction internal fixation and a 23-year male with the right thumb flexor pollicis longus rupture, requiring tendon repair. Both subjects used this ""shark fin""-shaped device to stretch for increasing range of motion (ROM) of wrist extension and the thumb.
RESULTS: The patient receiving ulnar shortening surgery used this device to stretch for increasing ROM of wrist extension. The active ROM of wrist extension improved from 30° to 50°. The other patient with the right thumb flexor pollicis longus rupture suffered from thumb contracture; the ROMs of the metacarpophalangeal (MCP) joint and interphalangeal (IP) joint were 40°-55° and 20°-25°, respectively. After tenolysis surgery, his ROMs of the MCP and IP joints were improved to 10°-35° and 40°-65°, respectively. Following physical therapy by applying the device, his ROMs of the MCP and IP joints were further increased to 0°-40° and 25°-70°, respectively.
CONCLUSION: Incorporating the ""shark fin""-shaped orthosis into hand rehabilitation increased the ROM of wrist extension for a patient with distal radius fracture and improved the ROM of the MCP and IP joints in another patient after tenolysis surgery."
529	34145057	The Structure of a Peptide-Loaded Shark MHC Class I Molecule Reveals Features of the Binding between β<sub>2</sub>-Microglobulin and H Chain Conserved in Evolution.	Cartilaginous fish are the most primitive extant species with MHC molecules. Using the nurse shark, the current study is, to the best of our knowledge, the first to present a peptide-loaded MHC class I (pMHC-I) structure for this class of animals. The overall structure was found to be similar between cartilaginous fish and bony animals, showing remarkable conservation of interactions between the three pMHC-I components H chain, β
530	34143958	New scale analyses reveal centenarian African coelacanths.	The extant coelacanth was discovered in 1938;
532	34130224	Volume of the whale shark and their mechanism of vertical feeding.	The present study provides a noninvasive method to estimate the body volume of sharks (Elasmobranchii, Selachii) using a computational geometric model. This method allows the volume of sharks to be estimated from lateral and ventral photographs assuming an elliptical body cross-sectional geometry. A comparison of the estimated and actual body volumes of several shark species showed that the estimation error was < 0.5%. The accuracy of the model decreased if photographs that were inclined to the orthogonal plane were used, although this error was on average < 2.3% if the inclination angle was 10° or less. Applying this model to captive whale sharks (Rhincodon typus) that were 8.0 and 8.8 m in total length revealed that their body volumes were 3.5 and 4.5 m
533	34126790	Shark-Related Injuries in the United States: A National Trauma Data Bank Analysis.	"BACKGROUND: Shark-related injuries (SRIs) are a dreaded, but rare, source of injury that have not been well described. The present study aims to examine the incidence, injuries, and outcomes of SRIs presenting to US trauma centers.
STUDY DESIGN: The National Trauma Data Bank was queried from 2015 to 2018 to identify SRIs using ICD-10 e-codes W56.41XA, W56.42XA, and W56.49XA. Descriptive analyses were conducted on patient demographics, injuries, hospital course, procedures, and outcomes.
RESULTS: Fifty-three patients were identified with a mechanism of injury that was shark-related. The median age was 29 years (range: 3-67) and median injury severity score was 5 (IQR: 3-10). The majority of patients (96%) were admitted to the hospital (median length of stay (LOS): 4.0 days, IQR: 3.0-8.0), 55% went directly to the operating room, and 53% required intensive care unit (ICU) admission (median ICU LOS: 4.5 days, IQR: 1.3-7.0). Extremity injuries were common: 47% suffered lower extremity injuries, 40% had upper extremity injuries, and 13% had both. The majority of patients underwent surgical procedures: 83% had soft tissue injuries requiring debridement, flap coverage, or skin grafting; 28% suffered neurovascular injuries (17% requiring nerve repair and 2% requiring arterial bypass); and 59% required orthopedic intervention. Six patients (11%) required amputation(s). All patients survived to discharge.
CONCLUSION: Although an exceedingly rare source of trauma, SRIs are frequently associated with devastating injuries. Given the severity of injuries and associated procedures required, these patients warrant referral to a trauma center capable of providing comprehensive care."
535	34125301	First description of Chloromyxum squali Gleeson and Adlard, 2012 (Myxozoa) in the Mediterranean Sea in a new host Squalus blainville (Chondrichthyes: Squalidae): morphological, ultrastructural and phylogenetic data.	Chloromyxum squali Gleeson and Adlard, 2012 originally described from Squalus acanthias Linnaeus, 1758 is reported for the first time from the gallbladder of Squalus blainville (Risso, 1827) caught from the eastern coast of Tunisia. In the present study, this chloromyxid was described based on morphological and ultrastructural features combined with molecular analysis of 18S rDNA. Young plasmodia were found attached to the gallbladder, while mature plasmodia and myxospores were observed floating free in the bile. Mature plasmodia were polysporic, subspherical in shape, measured 97.8 ± 0.5 µm long and 63.4 ± 0.4 µm wide. Mature myxospores were ovoid with a pointed anterior end, measuring 10.2 ± 0.5 µm long and 8.3 ± 0.5 µm wide. Two asymmetrical shell valves adhered together along an S-shaped suture line. Each valve has 5-7 elevated surface ridges parallel to suture line. A bundle of long caudal filaments extended from the basal end of shell valves. Four pyriform polar capsules equal in size, measuring 3.1 ± 0.4 µm long and 2.5 ± 0.3 µm wide, were situated at the same level in the anterior pole of the myxospore, each with a polar filament coiled in 7-8 turns. Pairwise comparisons among the SSU rDNA sequences revealed significant similarity between Chloromyxum squali infecting S. acanthias with the sequence obtained in this study. Phylogenetic analysis revealed that C. squali clustered in the clade of Chloromyxum species infecting the gallbladder of marine Chondrichthyes. Chloromyxum squali showed a seasonal variation of prevalence with significantly higher prevalence noted in summer and in autumn and absence of infection in winter.
536	34124561	A 'shark'-masked electrocardiogram: case report of a Tako-Tsubo syndrome.	"BACKGROUND: Triangular ST-segment elevation or 'shark-fin' sign has been described as a specific indicator of acute coronary occlusion and large myocardial ischaemia, translating into poorer prognosis. However, this electrocardiographic presentation has been reported in rare cases of Tako-Tsubo syndrome and associated with more severe physical stressors and neurological involvement.
CASE SUMMARY: We present a rare case of a 51-year-old woman presenting with incoming epileptic attacks and concomitant pyometra. Despite controlling epilepsy with phenytoin and the surgical treatment of the infection, she developed sepsis requiring vasopressors, and thereafter sustained ventricular tachycardia and diffuse ST-segment elevation with the 'shark-fin' sign. TTC was confirmed by the documentation of normal coronary arteries and the complete recovery of wall motion abnormalities at discharge.
DISCUSSION: Heterogeneous presentation and triggering conditions often challenge the diagnosis of Tako-Tsubo syndrome. The acknowledgement of different electrocardiographic and clinical manifestations can ease the diagnosis and the successful management of these patients, whose prognosis can be extremely severe in the acute phase, if unidentified."
537	34121177	Sharks surf the slope: Current updrafts reduce energy expenditure for aggregating marine predators.	An animal's energy landscape considers the power requirements associated with residing in or moving through habitats. Within marine environments, these landscapes can be dynamic as water currents will influence animal power requirements and can change rapidly over diel and tidal cycles. In channels and along slopes with strong currents, updraft zones may reduce energy expenditure of negatively buoyant fishes that are also obligate swimmers. Despite marine predators often residing within high-current area, no study has investigated the potential role of the energetic landscape in driving such habitat selectivity. Over 500 grey reef sharks Carcharhinus amblyrhynchos reside in the southern channel of Fakarava Atoll, French Polynesia. We used diver observations, acoustic telemetry and biologging to show that sharks use regions of predicted updrafts and switch their core area of space use based on tidal state (incoming versus outgoing). During incoming tides, sharks form tight groups and display shuttling behaviour (moving to the front of the group and letting the current move them to the back) to maintain themselves in these potential updraft zones. During outgoing tides, group dispersion increases, swimming depths decrease and shuttling behaviours cease. These changes are likely due to shifts in the nature and location of the updraft zones, as well as turbulence during outgoing tides. Using a biomechanical model, we estimate that routine metabolic rates for sharks may be reduced by 10%-15% when in updraft zones. Grey reef sharks save energy using predicted updraft zones in channels and 'surfing the slope'. Analogous to birds using wind-driven updraft zones, negatively buoyant marine animals may use current-induced updraft zones to reduce energy expenditure. Updrafts should be incorporated into dynamic energy landscapes and may partially explain the distribution, behaviour and potentially abundance of marine predators.
538	34119546	Inhibitory effects of chondroitin sulfate on alpha-amylase activity: A potential hypoglycemic agent.	Inhibiting the activity of the intestinal enzyme α-amylase that catalyzes the degradation of starch into glucose can control blood glucose and provide an essential way for the treatment of Type-II diabetes mellitus (T2DM). Here, we compared the structural information of chondroitin sulfate (CS) from different origins and the effects on activity of α-amylase and blood glucose have been investigated. The inhibitory effects of shark and porcine CSs against α-amylase activity is obvious with IC
539	34119424	Production of monoclonal shark-derived immunoglobulin new antigen receptor antibodies using Chinese hamster ovary cell expression system.	Cartilaginous fishes such as sharks have adaptive immune systems based on immunoglobulins similar to those in mammals. During their evolution, cartilaginous fishes individually have acquired their adaptive immune system called immunoglobulin new antigen receptor (IgNARs). IgNARs maintain their functions in the harsh environment of shark serum, which contains a high concentration of urea to prevent water loss in seawater. Therefore, IgNARs have high structural stability, and are expected to be used as next-generation antibodies in applications different from those of conventional IgG antibodies. However, no recombinant expression system for IgNAR, which has a molecular weight of approximately 147 kDa as a dimer and multiple N-glycosylation sites, has yet been constructed. This has stalled research into IgNAR development. Here, we constructed a recombinant expression system for IgNAR using Chinese hamster ovary (CHO) cells, widely used as hosts for IgG antibody production. Using this system, IgNAR was successfully expressed and purified as a human IgG Fc fusion protein and showed antigen-binding ability. After Protein A affinity purification, followed by specific cleavage and removal of the human Fc-region, the final yield of IgNAR was 1.07 mg/L-medium. Moreover, this CHO cell expression system modified IgNAR with various N-glycans, including high-mannose and complex types. This expression system will allow us to analyze the structure, physicochemical properties, and biological functions of IgNAR. This fundamental information will advance the development of IgNARs for industrial and biotechnological applications.
540	34108282	"Application of Single-Domain Antibodies (""Nanobodies"") to Laboratory Diagnosis."	"Antibodies have proven to be central in the development of diagnostic methods over decades, moving from polyclonal antibodies to the milestone development of monoclonal antibodies. Although monoclonal antibodies play a valuable role in diagnosis, their production is technically demanding and can be expensive. The large size of monoclonal antibodies (150 kDa) makes their re-engineering using recombinant methods a challenge. Single-domain antibodies, such as ""nanobodies,"" are a relatively new class of diagnostic probes that originated serendipitously during the assay of camel serum. The immune system of the camelid family (camels, llamas, and alpacas) has evolved uniquely to produce heavy-chain antibodies that contain a single monomeric variable antibody domain in a smaller functional unit of 12-15 kDa. Interestingly, the same biological phenomenon is observed in sharks. Since a single-domain antibody molecule is smaller than a conventional mammalian antibody, recombinant engineering and protein expression "
541	34104728	Complete mitochondrial genome and phylogenetic analysis of the copper shark Carcharhinus brachyurus (Günther, 1870).	Copper shark (
543	34102168	Shark and ray genomics for disentangling their morphological diversity and vertebrate evolution.	Developmental studies of sharks and rays (elasmobranchs) have provided much insight into the process of morphological evolution of vertebrates. Although those studies are supposedly fueled by large-scale molecular sequencing information, whole-genome sequences of sharks and rays were made available only recently. One compelling difficulty of elasmobranch developmental biology is the low accessibility to embryonic study materials and their slow development. Another limiting factor is the relatively large size of their genomes. Moreover, their large body sizes restrict sustainable captive breeding, while their high body fluid osmolarity prevents reproducible cell culturing for in vitro experimentation, which has also limited our knowledge of their chromosomal organization for validation of genome sequencing products. This article focuses on egg-laying elasmobranch species used in developmental biology and provides an overview of the characteristics of the shark and ray genomes revealed to date. Developmental studies performed on a gene-by-gene basis are also reviewed from a whole-genome perspective. Among the popular regulatory genes studied in developmental biology, I scrutinize shark homologs of Wnt genes that highlight vanishing repertoires in many other vertebrate lineages, as well as Hox genes that underwent an unexpected modification unique to the elasmobranch lineage. These topics are discussed together with insights into the reconstruction of developmental programs in the common ancestor of vertebrates and its subsequent evolutionary trajectories that mark the features that are unique to, and those characterizing the diversity among, cartilaginous fishes.
544	34098787	Major organ loss from post-mortem animal predation: Issues arising from emptied body cavities.	The feeding of animals on bodies after death - so-called post-mortem animal predation - may complicate autopsy interpretations when there has been removal of significant amounts of skin and tissues. An extreme situation which sometimes arises is the complete evisceration and/or consumption of all major cavity organs. Search of autopsy files at Forensic Science South Australia was undertaken for examples of this phenomenon. Although such a finding at autopsy may suggest the actions of larger animals such as dogs or sharks, it may also occur when groups of smaller animals, such as cats, act in concert. Complete loss of organs may also occur if significant insect activity accompanies decomposition. Empty body cavities may therefore result from of a wide variety of animal activities involving a range of species in quite different environments. A significant problem once organs have been removed or consumed is in identifying or excluding natural diseases or injuries that may have played a role in the lethal episode.
545	34087035	Metazoan activity facilitates passive sediment trapping in modern supratidal microbialites: Revealed using µ-CT-scanning and microscopy.	Microbialites are formed through two processes, the trapping and binding of sediment grains and mineral precipitation. Sediment trapping and binding result in coarse sandy textures, whereas fine micritic textures are produced by mineral precipitation. Although well-studied modern microbialites (e.g. Bahamas and Shark Bay) are formed through the former process, purely trapped-and-bound examples are rare throughout the geologic record and limited to shallow-marine environments. Through the use of conventional microscopy and 3D micro-computed tomography (µ-CT) scanning, this study found that South African coastal microbialites have a primarily mineral precipitated texture, although detrital material is included sporadically. Furthermore, these modern microbialites exhibit both micritic and fibrous layering with high porosity. The novel use of 3D microtomography rotational scans has revealed that microbialites are extensively burrowed by metazoan activity and was also able to distinguish the occurrence and distribution of heavy minerals and detrital shell material in the samples. Some of the detrital grains appeared to be accidental/random inclusions, while in other cases the metazoan burrows provided space for the accumulation of sediment once abandoned. In both cases, sediment was incorporated as a product of intermittent accumulation, rather than systematic trapping and binding. The microfabric texture of South African microbialites is therefore a function of both biological (e.g. microbially mediated precipitation) and environmental (e.g. sporadic sediment deposition and inorganic cementation) influence. Overall, the findings presented here highlight the importance of these systems regarding microbialite formation, ichnology and taphonomy.
